Station,Date,Latitude,Longitude,Depth,Temperature,Salinity,Nitrate,Iron,Pressure,Averaged Nitrate,Ratio,Density
18 (Super 1),20/02/2008,-36.5085,13.1163,30,,,,0.702829,30.2,,,
18 (Super 1),20/02/2008,-36.5085,13.1163,39.2,19.366,35.500999,0,,39.5,0,,25.30761477
18 (Super 1),20/02/2008,-36.5085,13.1163,39.3,20.563,35.570999,,,39.6,0,,25.04385904
18 (Super 1),20/02/2008,-36.5085,13.1163,39.7,20.548,35.57,0,,40,0,,25.0471491
18 (Super 1),20/02/2008,-36.5085,13.1163,49.6,19.655,35.591999,,,50,0,,25.30100763
18 (Super 1),20/02/2008,-36.5085,13.1163,51,,,,0.302439,51.4,0,0,
18 (Super 1),20/02/2008,-36.5085,13.1163,52.9,18.269,35.442001,,,53.3,0,,25.54226324
18 (Super 1),20/02/2008,-36.5085,13.1163,53,18.271,35.442001,,,53.4,0,,25.54176373
18 (Super 1),20/02/2008,-36.5085,13.1163,53,18.263,35.442001,0,,53.4,0,,25.54376208
18 (Super 1),20/02/2008,-36.5085,13.1163,53.1,18.262,35.443001,,,53.5,0,,25.54476984
18 (Super 1),20/02/2008,-36.5085,13.1163,53.2,18.263,35.443001,,,53.6,0,,25.54452022
18 (Super 1),20/02/2008,-36.5085,13.1163,58.9,18.646,35.518002,,,59.3,,,25.5050147
18 (Super 1),20/02/2008,-36.5085,13.1163,69.7,16.02,35.327999,4.126829,,70.2,4.126829,,25.99496322
18 (Super 1),20/02/2008,-36.5085,13.1163,75.4,15.954,35.316002,6.409756,,76,6.409756,,26.00095702
18 (Super 1),20/02/2008,-36.5085,13.1163,98.2,14.696,35.264,8.009756,,99,6.214634,,26.24209402
18 (Super 1),20/02/2008,-36.5085,13.1163,100,,,,0.795512,100.8,6.214634,7.812118485,
18 (Super 1),20/02/2008,-36.5085,13.1163,123,15.249,35.344002,,,123.9,,,26.18162008
18 (Super 1),20/02/2008,-36.5085,13.1163,148.1,14.406,35.294998,,,149.2,7.921951,,26.32854618
18 (Super 1),20/02/2008,-36.5085,13.1163,148.7,14.691,35.358002,,,149.9,7.921951,,26.31520139
18 (Super 1),20/02/2008,-36.5085,13.1163,172.9,13.86,35.23,,,174.3,6.4731705,,26.39454453
18 (Super 1),20/02/2008,-36.5085,13.1163,175,,,,,176.4,6.4731705,,
18 (Super 1),20/02/2008,-36.5085,13.1163,178.5,13.701,35.202,4.673171,,179.9,6.4731705,,26.40623625
18 (Super 1),20/02/2008,-36.5085,13.1163,197.8,13.245,35.132,7.551219,,199.4,9.512195,,26.44625093
18 (Super 1),20/02/2008,-36.5085,13.1163,198.8,12.612,35.056999,,,200.4,9.512195,,26.51533065
18 (Super 1),20/02/2008,-36.5085,13.1163,199,12.622,35.060001,,,200.6,9.512195,,26.51567208
18 (Super 1),20/02/2008,-36.5085,13.1163,200,,,11.473171,0.35561,201.6,9.512195,26.7489525,
18 (Super 1),20/02/2008,-36.5085,13.1163,218.5,12.832,35.071999,,,220.2,,,26.48325968
18 (Super 1),20/02/2008,-36.5085,13.1163,246.3,11.731,34.993999,11.746342,,248.3,11.6097565,,26.63662701
18 (Super 1),20/02/2008,-36.5085,13.1163,246.6,12.61,35.102001,,,248.6,11.6097565,,26.55042033
18 (Super 1),20/02/2008,-36.5085,13.1163,247.6,11.81,35.007,11.473171,,249.6,11.6097565,,26.63175377
18 (Super 1),20/02/2008,-36.5085,13.1163,257.8,12.47,35.081001,,,259.9,,,26.56176566
18 (Super 1),20/02/2008,-36.5085,13.1163,297.1,11.883,35.02,,,299.5,8.907317,,26.62801276
18 (Super 1),20/02/2008,-36.5085,13.1163,297.3,11.875,35.019001,8.907317,,299.7,8.907317,,26.62876116
18 (Super 1),20/02/2008,-36.5085,13.1163,337.3,11.254,34.941002,,,340.1,,,26.68449407
18 (Super 1),20/02/2008,-36.5085,13.1163,345.8,11.36,34.955002,,,348.7,,,26.6758206
18 (Super 1),20/02/2008,-36.5085,13.1163,376.4,10.819,34.900002,,,379.5,,,26.73169936
18 (Super 1),20/02/2008,-36.5085,13.1163,396.7,10.598,34.867001,15.726829,,400,15.726829,,26.7454765
18 (Super 1),20/02/2008,-36.5085,13.1163,396.8,10.047,34.780998,,,400.1,15.726829,,26.77453687
18 (Super 1),20/02/2008,-36.5085,13.1163,396.8,10.041,34.778999,,,400.1,15.726829,,26.77400893
18 (Super 1),20/02/2008,-36.5085,13.1163,407,,,16.0829265,0.35122,410.4,,45.79160213,
18 (Super 1),20/02/2008,-36.5085,13.1163,416.6,10.369,34.847,,,420.1,,,26.77022428
18 (Super 1),20/02/2008,-36.5085,13.1163,446.2,9.974,34.811001,,,450,16.439024,,26.81043128
18 (Super 1),20/02/2008,-36.5085,13.1163,455.7,9.874,34.801998,16.439024,,459.6,16.439024,,26.82043598
18 (Super 1),20/02/2008,-36.5085,13.1163,495.3,8.415,34.612999,21.6,,499.6,21.326829,,26.90878261
18 (Super 1),20/02/2008,-36.5085,13.1163,495.6,9.111,34.702,,,499.9,21.326829,,26.86873315
18 (Super 1),20/02/2008,-36.5085,13.1163,495.7,9.1,34.701,20.780487,,500,21.326829,,26.86972567
18 (Super 1),20/02/2008,-36.5085,13.1163,496.2,9.216,34.721001,,,500.5,21.326829,,26.86656747
18 (Super 1),20/02/2008,-36.5085,13.1163,500,,,21.6,,504.3,21.326829,,
